rank,baseline_score,risk_level,label,scenario_ids,process_name,image,command_line,parent_image,user,event_count,main_reasons,process_key,process_guid,process_id,parent_name,phase,first_seen,last_seen,unique_event_ids,event_id_1_process_create,event_id_3_network,event_id_5_process_terminate,event_id_7_image_load,event_id_11_file_create,event_id_12_registry_create,event_id_13_registry_set,event_id_14_registry_rename,event_id_22_dns,has_network_connection,network_connection_count,dns_query_count,file_creation_count,registry_event_count,destination_ip_count,external_destination_count,runs_from_temp,runs_from_user_profile,has_powershell,has_encoded_command,has_registry_run,has_scheduled_task,has_service_creation,has_startup_folder,is_lolbin,rare_parent_child,commandline_length_max,suspicious_keyword_count
158,0,informativo,normal,N5,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,C:\Windows\System32\svchost.exe,NT AUTHORITY\SERVICIO LOCAL,2,,guid:{55857b6a-e6f4-6a43-5404-000000000b00},{55857b6a-e6f4-6a43-5404-000000000b00},5512,svchost.exe,fase3_normal,2026-06-30 17:55:32.717+02:00,2026-06-30 17:57:28.516+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
159,0,informativo,normal,N5,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,C:\Windows\System32\services.exe,NT AUTHORITY\SYSTEM,2,,guid:{55857b6a-e6f4-6a43-5504-000000000b00},{55857b6a-e6f4-6a43-5504-000000000b00},12652,services.exe,fase3_normal,2026-06-30 17:55:32.792+02:00,2026-06-30 17:56:35.731+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
160,0,informativo,normal,,sysmon64.exe,C:\Windows\Sysmon64.exe,,,NT AUTHORITY\SYSTEM,1,,guid:{55857b6a-b1b8-6a43-8602-000000000b00},{55857b6a-b1b8-6a43-8602-000000000b00},11472,,fase3_normal,2026-06-30 17:55:36.951+02:00,2026-06-30 17:55:36.951+02:00,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,,,NT AUTHORITY\SYSTEM,1,,guid:{55857b6a-c0f5-6a44-1400-000000000c00},{55857b6a-c0f5-6a44-1400-000000000c00},1304,,fase4_suspicious_simulated,2026-07-01 09:35:42.460+02:00,2026-07-01 09:35:42.460+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,,,NT AUTHORITY\SYSTEM,1,,guid:{55857b6a-c0fe-6a44-9f00-000000000c00},{55857b6a-c0fe-6a44-9f00-000000000c00},5024,,fase4_suspicious_simulated,2026-07-01 09:32:08.085+02:00,2026-07-01 09:32:08.085+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,0,informativo,background,,smartscreen.exe,C:\Windows\System32\smartscreen.exe,,,labwin\jjstestal,1,,guid:{55857b6a-c101-6a44-a500-000000000c00},{55857b6a-c101-6a44-a500-000000000c00},8656,,fase4_suspicious_simulated,2026-07-01 09:43:37.879+02:00,2026-07-01 09:43:37.879+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,0,informativo,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,,,labwin\jjstestal,1,,guid:{55857b6a-c135-6a44-e600-000000000c00},{55857b6a-c135-6a44-e600-000000000c00},15716,,fase4_suspicious_simulated,2026-07-01 09:40:45.405+02:00,2026-07-01 09:40:45.405+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,0,informativo,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k WuqiSvcGroup -p -s wuqisvc,-,NT AUTHORITY\SERVICIO LOCAL,1,,guid:{55857b6a-c2c7-6a44-5401-000000000c00},{55857b6a-c2c7-6a44-5401-000000000c00},15628,-,fase4_suspicious_simulated,2026-07-01 09:33:27.515+02:00,2026-07-01 09:33:27.515+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
166,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s SstpSvc,-,NT AUTHORITY\SERVICIO LOCAL,1,,guid:{55857b6a-c302-6a44-6001-000000000c00},{55857b6a-c302-6a44-6001-000000000c00},16188,-,fase4_suspicious_simulated,2026-07-01 09:34:26.012+02:00,2026-07-01 09:34:26.012+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
167,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs,-,NT AUTHORITY\SYSTEM,1,,guid:{55857b6a-c303-6a44-6201-000000000c00},{55857b6a-c303-6a44-6201-000000000c00},14380,-,fase4_suspicious_simulated,2026-07-01 09:34:27.043+02:00,2026-07-01 09:34:27.043+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
168,0,informativo,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k GPSvcGroup,-,NT AUTHORITY\SYSTEM,1,,guid:{55857b6a-c35a-6a44-7101-000000000c00},{55857b6a-c35a-6a44-7101-000000000c00},10548,-,fase4_suspicious_simulated,2026-07-01 09:35:54.099+02:00,2026-07-01 09:35:54.099+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
169,0,informativo,background,,runtimebroker.exe,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,-,labwin\jjstestal,1,,guid:{55857b6a-c47a-6a44-9501-000000000c00},{55857b6a-c47a-6a44-9501-000000000c00},15280,-,fase4_suspicious_simulated,2026-07-01 09:40:42.469+02:00,2026-07-01 09:40:42.469+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
170,0,informativo,background,,sppsvc.exe,C:\Windows\System32\sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,-,NT AUTHORITY\Servicio de red,1,,guid:{55857b6a-c547-6a44-a301-000000000c00},{55857b6a-c547-6a44-a301-000000000c00},14848,-,fase4_suspicious_simulated,2026-07-01 09:44:07.868+02:00,2026-07-01 09:44:07.868+02:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
171,0,informativo,normal,N5,smartscreen.exe,C:\Windows\System32\smartscreen.exe,,,labwin\jjstestal,1,,guid:{55857b6a-e498-6a43-0904-000000000b00},{55857b6a-e498-6a43-0904-000000000b00},636,,fase3_normal,2026-06-30 17:55:30.571+02:00,2026-06-30 17:55:30.571+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,informativo,normal,,svchost.exe,C:\Windows\System32\svchost.exe,,,NT AUTHORITY\SYSTEM,1,,guid:{55857b6a-e4c6-6a43-1204-000000000b00},{55857b6a-e4c6-6a43-1204-000000000b00},13796,,fase3_normal,2026-06-30 17:57:14.903+02:00,2026-06-30 17:57:14.903+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,informativo,normal,,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,,,NT AUTHORITY\SERVICIO LOCAL,1,,guid:{55857b6a-e599-6a43-2f04-000000000b00},{55857b6a-e599-6a43-2f04-000000000b00},7460,,fase3_normal,2026-06-30 17:52:27.291+02:00,2026-06-30 17:52:27.291+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,informativo,normal,,svchost.exe,C:\Windows\System32\svchost.exe,,,NT AUTHORITY\SYSTEM,1,,guid:{55857b6a-e599-6a43-3004-000000000b00},{55857b6a-e599-6a43-3004-000000000b00},14116,,fase3_normal,2026-06-30 17:51:48.210+02:00,2026-06-30 17:51:48.210+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,informativo,normal,,svchost.exe,C:\Windows\System32\svchost.exe,,,NT AUTHORITY\SYSTEM,1,,guid:{55857b6a-e5bc-6a43-3404-000000000b00},{55857b6a-e5bc-6a43-3404-000000000b00},9692,,fase3_normal,2026-06-30 17:54:20.171+02:00,2026-06-30 17:54:20.171+02:00,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,informativo,normal,,snippingtool.exe,C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2510.31.0_x64__8wekyb3d8bbwe\SnippingTool\SnippingTool.exe,,,labwin\jjstestal,1,,guid:{55857b6a-e5bf-6a43-3504-000000000b00},{55857b6a-e5bf-6a43-3504-000000000b00},11720,,fase3_normal,2026-06-30 17:52:32.458+02:00,2026-06-30 17:52:32.458+02:00,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
