ml_rank,ml_anomaly_score,ml_decision_function,label,scenario_ids,process_name,image,command_line,parent_image,event_count,has_encoded_command,has_registry_run,has_scheduled_task,has_service_creation,has_startup_folder,runs_from_temp,has_network_connection,external_destination_count,suspicious_keyword_count,process_key,process_guid,process_id,user,parent_name,phase,first_seen,last_seen,unique_event_ids,event_id_1_process_create,event_id_3_network,event_id_5_process_terminate,event_id_7_image_load,event_id_11_file_create,event_id_12_registry_create,event_id_13_registry_set,event_id_14_registry_rename,event_id_22_dns,network_connection_count,dns_query_count,file_creation_count,registry_event_count,destination_ip_count,runs_from_user_profile,has_powershell,is_lolbin,rare_parent_child,commandline_length_max
127,-0.19929293398007214,0.19929293398007214,background,,mpcmdrun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe"" SignatureUpdate -ScheduleJob -RestrictPrivileges",-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c354-6a44-6901-000000000c00},{55857b6a-c354-6a44-6901-000000000c00},1064,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:35:48.883+02:00,2026-07-01 09:36:05.092+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
128,-0.19929293398007214,0.19929293398007214,background,,securityhealthhost.exe,C:\Windows\System32\SecurityHealth\10.0.29554.1001-0\SecurityHealthHost.exe,\\?\C:\Windows\System32\SecurityHealth\10.0.29554.1001-0\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c35a-6a44-6f01-000000000c00},{55857b6a-c35a-6a44-6f01-000000000c00},11648,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:35:54.059+02:00,2026-07-01 09:35:54.087+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
129,-0.19929293398007214,0.19929293398007214,background,,securityhealthhost.exe,C:\Windows\System32\SecurityHealth\10.0.29554.1001-0\SecurityHealthHost.exe,\\?\C:\Windows\System32\SecurityHealth\10.0.29554.1001-0\SecurityHealthHost.exe {08728914-3F57-4D52-9E31-49DAECA5A80A} -Embedding,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c35a-6a44-7001-000000000c00},{55857b6a-c35a-6a44-7001-000000000c00},9088,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:35:54.088+02:00,2026-07-01 09:35:54.106+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129
130,-0.20735992386709928,0.20735992386709928,normal,N3,whoami.exe,C:\Windows\System32\whoami.exe,whoami,C:\Windows\System32\cmd.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e6c8-6a43-4804-000000000b00},{55857b6a-e6c8-6a43-4804-000000000b00},13356,labwin\jjstestal,cmd.exe,fase3_normal,2026-06-30 17:54:48.823+02:00,2026-06-30 17:54:48.831+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
131,-0.20747217076940977,0.20747217076940977,background,S2,backgroundtaskhost.exe,C:\Windows\System32\backgroundTaskHost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c5-6a44-4801-000000000c00},{55857b6a-c2c5-6a44-4801-000000000c00},13448,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:33:25.602+02:00,2026-07-01 09:33:25.681+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
132,-0.20747217076940977,0.20747217076940977,background,,searchfilterhost.exe,C:\Windows\System32\SearchFilterHost.exe,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 1000 2744 2672 980 {1295340B-BF50-4A88-BB2F-287E0B9B0016}",C:\Windows\System32\SearchIndexer.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c3a3-6a44-7f01-000000000c00},{55857b6a-c3a3-6a44-7f01-000000000c00},10716,NT AUTHORITY\SYSTEM,searchindexer.exe,fase4_suspicious_simulated,2026-07-01 09:37:07.246+02:00,2026-07-01 09:43:49.145+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
133,-0.20747217076940977,0.20747217076940977,background,,searchfilterhost.exe,C:\Windows\System32\SearchFilterHost.exe,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 1000 2840 2624 980 {0E5DCEC5-7795-4E38-9621-94DFD9F9A421}",C:\Windows\System32\SearchIndexer.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c3a3-6a44-8001-000000000c00},{55857b6a-c3a3-6a44-8001-000000000c00},1524,NT AUTHORITY\SYSTEM,searchindexer.exe,fase4_suspicious_simulated,2026-07-01 09:37:07.285+02:00,2026-07-01 09:43:49.149+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
134,-0.20747217076940977,0.20747217076940977,background,,backgroundtaskhost.exe,C:\Windows\System32\backgroundTaskHost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47a-6a44-9401-000000000c00},{55857b6a-c47a-6a44-9401-000000000c00},14820,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:40:42.427+02:00,2026-07-01 09:44:07.545+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
135,-0.2088864412295145,0.2088864412295145,normal,N3,tasklist.exe,C:\Windows\System32\tasklist.exe,tasklist,C:\Windows\System32\cmd.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e6c8-6a43-4c04-000000000b00},{55857b6a-e6c8-6a43-4c04-000000000b00},12748,labwin\jjstestal,cmd.exe,fase3_normal,2026-06-30 17:54:48.901+02:00,2026-06-30 17:54:49.012+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
136,-0.20960034363253144,0.20960034363253144,normal,N3,ipconfig.exe,C:\Windows\System32\ipconfig.exe,ipconfig  /all,C:\Windows\System32\cmd.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e6c8-6a43-4a04-000000000b00},{55857b6a-e6c8-6a43-4a04-000000000b00},13032,labwin\jjstestal,cmd.exe,fase3_normal,2026-06-30 17:54:48.859+02:00,2026-06-30 17:54:48.873+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
137,-0.21034987011185896,0.21034987011185896,background,S2,sppsvc.exe,C:\Windows\System32\sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c5-6a44-4d01-000000000c00},{55857b6a-c2c5-6a44-4d01-000000000c00},13992,NT AUTHORITY\Servicio de red,-,fase4_suspicious_simulated,2026-07-01 09:33:25.938+02:00,2026-07-01 09:34:03.289+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
138,-0.21034987011185896,0.21034987011185896,background,,sppsvc.exe,C:\Windows\System32\sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c304-6a44-6401-000000000c00},{55857b6a-c304-6a44-6401-000000000c00},12408,NT AUTHORITY\Servicio de red,-,fase4_suspicious_simulated,2026-07-01 09:34:28.241+02:00,2026-07-01 09:34:58.552+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
139,-0.21034987011185896,0.21034987011185896,background,,sppsvc.exe,C:\Windows\System32\sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47d-6a44-9b01-000000000c00},{55857b6a-c47d-6a44-9b01-000000000c00},12432,NT AUTHORITY\Servicio de red,-,fase4_suspicious_simulated,2026-07-01 09:40:45.736+02:00,2026-07-01 09:41:17.608+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
140,-0.21038940063182682,0.21038940063182682,background,S2,conhost.exe,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,C:\Windows\System32\sc.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-c2c5-6a44-4101-000000000c00},{55857b6a-c2c5-6a44-4101-000000000c00},8912,NT AUTHORITY\SYSTEM,sc.exe,fase4_suspicious_simulated,2026-07-01 09:33:25.341+02:00,2026-07-01 09:33:25.383+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55
141,-0.21055454432608683,0.21055454432608683,background,S2,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c5-6a44-4601-000000000c00},{55857b6a-c2c5-6a44-4601-000000000c00},13548,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:33:25.428+02:00,2026-07-01 09:33:25.939+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
142,-0.21055454432608683,0.21055454432608683,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2ce-6a44-5b01-000000000c00},{55857b6a-c2ce-6a44-5b01-000000000c00},6760,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:34.454+02:00,2026-07-01 09:33:34.466+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
143,-0.21055454432608683,0.21055454432608683,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c3f3-6a44-8601-000000000c00},{55857b6a-c3f3-6a44-8601-000000000c00},3252,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:38:27.427+02:00,2026-07-01 09:38:28.434+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
144,-0.2106542095522389,0.2106542095522389,background,S2,trustedinstaller.exe,C:\Windows\servicing\TrustedInstaller.exe,C:\WINDOWS\servicing\TrustedInstaller.exe,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c8-6a44-5501-000000000c00},{55857b6a-c2c8-6a44-5501-000000000c00},11624,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:28.600+02:00,2026-07-01 09:35:31.097+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
145,-0.2106542095522389,0.2106542095522389,background,,trustedinstaller.exe,C:\Windows\servicing\TrustedInstaller.exe,C:\WINDOWS\servicing\TrustedInstaller.exe,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47e-6a44-9c01-000000000c00},{55857b6a-c47e-6a44-9c01-000000000c00},4240,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:40:46.058+02:00,2026-07-01 09:42:47.702+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
146,-0.21068486364932842,0.21068486364932842,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c6-6a44-5001-000000000c00},{55857b6a-c2c6-6a44-5001-000000000c00},5724,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:26.372+02:00,2026-07-01 09:36:26.379+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
147,-0.21135081463895522,0.21135081463895522,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe -RegisterDevice -ProtectionStateChanged -FreeNetworkOnly,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c35a-6a44-6e01-000000000c00},{55857b6a-c35a-6a44-6e01-000000000c00},3932,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:35:54.005+02:00,2026-07-01 09:35:54.141+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
148,-0.21153333080163628,0.21153333080163628,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c6-6a44-5101-000000000c00},{55857b6a-c2c6-6a44-5101-000000000c00},9988,NT AUTHORITY\SERVICIO LOCAL,-,fase4_suspicious_simulated,2026-07-01 09:33:26.419+02:00,2026-07-01 09:41:26.395+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
149,-0.21170858398743064,0.21170858398743064,background,,usoclient.exe,C:\Windows\System32\UsoClient.exe,"""C:\WINDOWS\system32\usoclient.exe"" StartWork",-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47a-6a44-9101-000000000c00},{55857b6a-c47a-6a44-9101-000000000c00},6956,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:40:42.220+02:00,2026-07-01 09:40:42.329+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
150,-0.21170858398743064,0.21170858398743064,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe -RegisterUserDevice -NewAccount,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47d-6a44-9601-000000000c00},{55857b6a-c47d-6a44-9601-000000000c00},4196,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:40:45.100+02:00,2026-07-01 09:40:45.372+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
151,-0.21170858398743064,0.21170858398743064,background,,taskhostw.exe,C:\Windows\System32\taskhostw.exe,taskhostw.exe -RegisterDevice -AccountChange,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47d-6a44-9701-000000000c00},{55857b6a-c47d-6a44-9701-000000000c00},4280,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:40:45.119+02:00,2026-07-01 09:40:45.136+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
152,-0.21170858398743064,0.21170858398743064,background,,usoclient.exe,C:\Windows\System32\UsoClient.exe,"""C:\WINDOWS\system32\usoclient.exe"" StartWork",-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47d-6a44-9901-000000000c00},{55857b6a-c47d-6a44-9901-000000000c00},656,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:40:45.401+02:00,2026-07-01 09:40:45.416+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
153,-0.21171575087115535,0.21171575087115535,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c37b-6a44-7d01-000000000c00},{55857b6a-c37b-6a44-7d01-000000000c00},10080,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:36:27.032+02:00,2026-07-01 09:36:27.140+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
154,-0.21171575087115535,0.21171575087115535,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c413-6a44-8c01-000000000c00},{55857b6a-c413-6a44-8c01-000000000c00},11948,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:38:59.806+02:00,2026-07-01 09:38:59.905+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
155,-0.21171575087115535,0.21171575087115535,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c480-6a44-9e01-000000000c00},{55857b6a-c480-6a44-9e01-000000000c00},5660,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:40:48.482+02:00,2026-07-01 09:40:48.563+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
156,-0.21171575087115535,0.21171575087115535,normal,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,C:\Windows\System32\services.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-e620-6a43-3a04-000000000b00},{55857b6a-e620-6a43-3a04-000000000b00},10732,labwin\jjstestal,services.exe,fase3_normal,2026-06-30 17:52:00.369+02:00,2026-06-30 17:52:00.475+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
157,-0.21171575087115535,0.21171575087115535,normal,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s CaptureService,C:\Windows\System32\services.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-e628-6a43-3e04-000000000b00},{55857b6a-e628-6a43-3e04-000000000b00},7700,labwin\jjstestal,services.exe,fase3_normal,2026-06-30 17:52:08.009+02:00,2026-06-30 17:52:08.081+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
158,-0.21171595589843833,0.21171595589843833,background,S2,mousocoreworker.exe,C:\Windows\UUS\amd64\MoUsoCoreWorker.exe,"""C:\WINDOWS\uus\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces",C:\Windows\System32\svchost.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c5-6a44-4a01-000000000c00},{55857b6a-c2c5-6a44-4a01-000000000c00},13256,NT AUTHORITY\SYSTEM,svchost.exe,fase4_suspicious_simulated,2026-07-01 09:33:25.763+02:00,2026-07-01 09:35:27.232+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
159,-0.21192871315972023,0.21192871315972023,background,S2,runtimebroker.exe,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c5-6a44-4901-000000000c00},{55857b6a-c2c5-6a44-4901-000000000c00},13452,labwin\jjstestal,-,fase4_suspicious_simulated,2026-07-01 09:33:25.645+02:00,2026-07-01 09:34:10.704+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
160,-0.21192871315972023,0.21192871315972023,background,,conhost.exe,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c354-6a44-6a01-000000000c00},{55857b6a-c354-6a44-6a01-000000000c00},4376,NT AUTHORITY\SYSTEM,mpcmdrun.exe,fase4_suspicious_simulated,2026-07-01 09:35:48.888+02:00,2026-07-01 09:36:05.093+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
161,-0.21192871315972023,0.21192871315972023,background,,conhost.exe,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26050.15-0\MpCmdRun.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c354-6a44-6c01-000000000c00},{55857b6a-c354-6a44-6c01-000000000c00},15784,NT AUTHORITY\SYSTEM,mpcmdrun.exe,fase4_suspicious_simulated,2026-07-01 09:35:48.932+02:00,2026-07-01 09:36:05.078+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
162,-0.21207908427889366,0.21207908427889366,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c5-6a44-4c01-000000000c00},{55857b6a-c2c5-6a44-4c01-000000000c00},12868,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:25.870+02:00,2026-07-01 09:34:26.061+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
163,-0.21207908427889366,0.21207908427889366,background,S2,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k WbioSvcGroup -s WbioSrvc,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c2c6-6a44-4f01-000000000c00},{55857b6a-c2c6-6a44-4f01-000000000c00},7968,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:33:26.325+02:00,2026-07-01 09:36:44.772+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
164,-0.21207908427889366,0.21207908427889366,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c302-6a44-6101-000000000c00},{55857b6a-c302-6a44-6101-000000000c00},9012,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:34:26.131+02:00,2026-07-01 09:35:26.329+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
165,-0.21207908427889366,0.21207908427889366,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c35f-6a44-7801-000000000c00},{55857b6a-c35f-6a44-7801-000000000c00},11168,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:35:59.055+02:00,2026-07-01 09:38:02.017+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
166,-0.21207908427889366,0.21207908427889366,background,,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47a-6a44-9301-000000000c00},{55857b6a-c47a-6a44-9301-000000000c00},12624,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:40:42.316+02:00,2026-07-01 09:41:45.628+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
167,-0.21207908427889366,0.21207908427889366,background,S7,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c4c8-6a44-a101-000000000c00},{55857b6a-c4c8-6a44-a101-000000000c00},4000,NT AUTHORITY\SYSTEM,-,fase4_suspicious_simulated,2026-07-01 09:42:00.659+02:00,2026-07-01 09:43:03.603+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
168,-0.21207908427889366,0.21207908427889366,normal,N5,svchost.exe,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s NetSetupSvc,C:\Windows\System32\services.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-e6f4-6a43-5504-000000000b00},{55857b6a-e6f4-6a43-5504-000000000b00},12652,NT AUTHORITY\SYSTEM,services.exe,fase3_normal,2026-06-30 17:55:32.792+02:00,2026-06-30 17:56:35.731+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
169,-0.2121870896040195,0.2121870896040195,background,,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c354-6a44-6d01-000000000c00},{55857b6a-c354-6a44-6d01-000000000c00},5700,NT AUTHORITY\Servicio de red,-,fase4_suspicious_simulated,2026-07-01 09:35:48.986+02:00,2026-07-01 09:37:07.061+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
170,-0.2121870896040195,0.2121870896040195,background,,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c35e-6a44-7701-000000000c00},{55857b6a-c35e-6a44-7701-000000000c00},15344,NT AUTHORITY\SERVICIO LOCAL,-,fase4_suspicious_simulated,2026-07-01 09:35:58.997+02:00,2026-07-01 09:38:37.082+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
171,-0.2121870896040195,0.2121870896040195,background,,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c47d-6a44-9801-000000000c00},{55857b6a-c47d-6a44-9801-000000000c00},12480,NT AUTHORITY\Servicio de red,-,fase4_suspicious_simulated,2026-07-01 09:40:45.208+02:00,2026-07-01 09:43:28.846+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
172,-0.2121870896040195,0.2121870896040195,background,S7,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,-,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-c4c8-6a44-a001-000000000c00},{55857b6a-c4c8-6a44-a001-000000000c00},14116,NT AUTHORITY\SERVICIO LOCAL,-,fase4_suspicious_simulated,2026-07-01 09:42:00.582+02:00,2026-07-01 09:43:28.846+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
173,-0.2121870896040195,0.2121870896040195,normal,N5,wmiprvse.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,C:\Windows\System32\svchost.exe,2,0,0,0,0,0,0,0,0,0,guid:{55857b6a-e6f4-6a43-5404-000000000b00},{55857b6a-e6f4-6a43-5404-000000000b00},5512,NT AUTHORITY\SERVICIO LOCAL,svchost.exe,fase3_normal,2026-06-30 17:55:32.717+02:00,2026-06-30 17:57:28.516+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
174,-0.21888096543338054,0.21888096543338054,normal,N3,searchfilterhost.exe,C:\Windows\System32\SearchFilterHost.exe,"""C:\WINDOWS\System32\SearchFilterHost.exe"" 1120 3004 1544 1096 {1295340B-BF50-4A88-BB2F-287E0B9B0016}",C:\Windows\System32\SearchIndexer.exe,2,0,0,0,0,0,0,0,0,1,guid:{55857b6a-e626-6a43-3c04-000000000b00},{55857b6a-e626-6a43-3c04-000000000b00},5340,NT AUTHORITY\SYSTEM,searchindexer.exe,fase3_normal,2026-06-30 17:52:06.427+02:00,2026-06-30 17:54:51.330+02:00,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
